,Title,Cast and crew,director,cast_crew,genres,id
929,Death of Me,"Darren Lynn Bousman (director); Arli Margolis, James Morley III, David Tish (screenplay); Maggie Q, Alex Essoe, Luke Hemsworth",Darren Lynn Bousman ," Maggie Q, Alex Essoe, Luke Hemsworth",Horror Mystery,595149
930,The Call,"Timothy Woodward Jr. (director); Patrick Stibbs (screenplay); Lin Shaye, Tobin Bell",Timothy Woodward Jr. ," Lin Shaye, Tobin Bell",Crime Thriller,158011
931,American Pie Presents: Girls' Rules,"Mike Elliott (director); David H. Steinberg, Blayne Weaver (screenplay); Madison Pettis, Lizze Broadway, Piper Curda, Natasha Behnam, Darren Barnet, Zachary Gordon",Mike Elliott ," Madison Pettis, Lizze Broadway, Piper Curda, Natasha Behnam, Darren Barnet, Zachary Gordon",Comedy,660982
932,The Lie,"Veena Sud (director/screenplay); Mireille Enos, Peter Sarsgaard, Joey King",Veena Sud ," Mireille Enos, Peter Sarsgaard, Joey King",Drama Horror Mystery Thriller,539649
933,Black Box,"Emmanuel Osei-Kuffour Jr. (director/screenplay); Stephen Herman (screenplay); Mamoudou Athie, Phylicia Rashad",Emmanuel Osei-Kuffour Jr. ," Mamoudou Athie, Phylicia Rashad",Horror Science Fiction Thriller,716258
934,Hubie Halloween,"Steven Brill (director); Adam Sandler, Tim Herlihy (screenplay); Adam Sandler, Kevin James, Julie Bowen, Ray Liotta, Rob Schneider, June Squibb, Kenan Thompson, Shaquille O'Neal, Steve Buscemi, Maya Rudolph",Steven Brill ," Adam Sandler, Kevin James, Julie Bowen, Ray Liotta, Rob Schneider, June Squibb, Kenan Thompson, Shaquille O'Neal, Steve Buscemi, Maya Rudolph",Comedy Mystery Horror,617505
935,Books of Blood,"Brannon Braga (director/screenplay); Adam Simon (screenplay); Britt Robertson, Anna Friel, Rafi Gavron, Yul Vazquez",Brannon Braga ," Britt Robertson, Anna Friel, Rafi Gavron, Yul Vazquez",Horror Science Fiction,715123
936,Charm City Kings,"Angel Manuel Soto (director); Sherman Payne (screenplay); Jahi Di'Allo Winston, Meek Mill, Will Catlett, Teyonah Parris",Angel Manuel Soto ," Jahi Di'Allo Winston, Meek Mill, Will Catlett, Teyonah Parris",Drama,552532
937,The War with Grandpa,"Tim Hill (director); Tom J. Astle, Matt Ember (screenplay); Robert De Niro, Uma Thurman, Rob Riggle, Oakes Fegley, Cheech Marin, Jane Seymour, Christopher Walken",Tim Hill ," Robert De Niro, Uma Thurman, Rob Riggle, Oakes Fegley, Cheech Marin, Jane Seymour, Christopher Walken",Comedy Family,425001
938,A Rainy Day in New York,"Woody Allen (director/screenplay); Timothée Chalamet, Elle Fanning, Selena Gomez, Jude Law, Diego Luna, Liev Schreiber",Woody Allen ," Timothée Chalamet, Elle Fanning, Selena Gomez, Jude Law, Diego Luna, Liev Schreiber",Comedy Romance,475303
939,Yellow Rose,"Diane Paragas (director/screenplay); Annie J. Howell, Celena Cipriaso (screenplay); Eva Noblezada, Dale Watson, Princess Punzalan, Lea Salonga",Diane Paragas ," Eva Noblezada, Dale Watson, Princess Punzalan, Lea Salonga",Drama Music,593427
940,The 40-Year-Old Version,"Radha Blank (director/screenplay); Radha Blank, Peter Kim, Oswin Benjamin, Reed Birney",Radha Blank ," Radha Blank, Peter Kim, Oswin Benjamin, Reed Birney",Comedy Drama Music,620897
941,Nocturne,"Zu Quirke (director/screenplay); Sydney Sweeney, Madison Iseman, Jacques Colimon, Ivan Shaw",Zu Quirke ," Sydney Sweeney, Madison Iseman, Jacques Colimon, Ivan Shaw",Horror Mystery Thriller Music,643550
942,Evil Eye,"Elan Dassani, Rajeev Dassani (directors); Madhuri Shekar (screenplay); Sarita Choudhury, Sunita Mani, Omar Maskati, Bernard White","Elan Dassani, Rajeev Dassani "," Sarita Choudhury, Sunita Mani, Omar Maskati, Bernard White",Mystery Thriller Horror,732713
943,A Babysitter's Guide to Monster Hunting,"Rachel Talalay (director); Joe Ballarini (screenplay); Tamara Smart, Oona Laurence, Tom Felton, Indya Moore",Rachel Talalay ," Tamara Smart, Oona Laurence, Tom Felton, Indya Moore",Family Fantasy Adventure Comedy,624963
944,Love and Monsters,"Michael Matthews (director); Matthew Robinson, Brian Duffield (screenplay); Dylan O'Brien, Jessica Henwick, Dan Ewing, Ariana Greenblatt, Michael Rooker",Michael Matthews ," Dylan O'Brien, Jessica Henwick, Dan Ewing, Ariana Greenblatt, Michael Rooker",Comedy Action Adventure Fantasy,590223
945,Honest Thief,"Mark Williams (director/screenplay); Steve Allrich (screenplay); Liam Neeson, Kate Walsh, Robert Patrick, Anthony Ramos, Jeffrey Donovan, Jai Courtney",Mark Williams ," Liam Neeson, Kate Walsh, Robert Patrick, Anthony Ramos, Jeffrey Donovan, Jai Courtney",Thriller Action Crime Drama,553604
946,Clouds,"Justin Baldoni (director); Kara Holden (screenplay); Fin Argus, Sabrina Carpenter, Madison Iseman, Lil Rel Howery, Neve Campbell, Tom Everett Scott",Justin Baldoni ," Fin Argus, Sabrina Carpenter, Madison Iseman, Lil Rel Howery, Neve Campbell, Tom Everett Scott",Music Drama Romance,630566
947,The Devil Has a Name,"Edward James Olmos (director); Robert McEveety (screenplay); David Strathairn, Kate Bosworth, Pablo Schreiber, Edward James Olmos, Katie Aselton, Haley Joel Osment, Alfred Molina, Martin Sheen",Edward James Olmos ," David Strathairn, Kate Bosworth, Pablo Schreiber, Edward James Olmos, Katie Aselton, Haley Joel Osment, Alfred Molina, Martin Sheen",Drama Thriller,507712
948,The Kid Detective,"Evan Morgan (director/screenplay); Adam Brody, Sophie Nélisse, Tzi Ma, Wendy Crewson, Sarah Sutherland",Evan Morgan ," Adam Brody, Sophie Nélisse, Tzi Ma, Wendy Crewson, Sarah Sutherland",Comedy Drama Mystery,720755
949,Alone,"Johnny Martin (director); Matt Naylor (screenplay); Tyler Posey, Summer Spiro, Robert Ri'chard, Donald Sutherland",Johnny Martin ," Tyler Posey, Summer Spiro, Robert Ri'chard, Donald Sutherland",Thriller Horror,509635
950,2 Hearts,"Lance Hool (director); Veronica Hool, Robin U. Russin (screenplay); Jacob Elordi, Adan Canto, Tiera Skovbye, Radha Mitchell",Lance Hool ," Jacob Elordi, Adan Canto, Tiera Skovbye, Radha Mitchell",Romance Drama,710356
951,The Opening Act,"Steve Byrne (director/screenplay); Jimmy O. Yang, Alex Moffat, Cedric the Entertainer",Steve Byrne ," Jimmy O. Yang, Alex Moffat, Cedric the Entertainer",Comedy,664184
952,Tremors: Shrieker Island,"Don Michael Paul (director/screenplay); Brian Brightly (screenplay); Michael Gross, Jon Heder",Don Michael Paul ," Michael Gross, Jon Heder",Action Horror,670266
953,The Witches,"Robert Zemeckis (director/screenplay); Kenya Barris, Guillermo del Toro (screenplay); Anne Hathaway, Octavia Spencer, Stanley Tucci, Jahzir Bruno, Codie-Lei Eastick, Kristin Chenoweth, Chris Rock",Robert Zemeckis ," Anne Hathaway, Octavia Spencer, Stanley Tucci, Jahzir Bruno, Codie-Lei Eastick, Kristin Chenoweth, Chris Rock",Adventure Fantasy Family Comedy Horror,531219
954,Over the Moon,"Glen Keane (director); Audrey Wells (screenplay); Cathy Ang, Phillipa Soo, Ken Jeong, John Cho, Ruthie Ann Miles, Margaret Cho, Sandra Oh",Glen Keane ," Cathy Ang, Phillipa Soo, Ken Jeong, John Cho, Ruthie Ann Miles, Margaret Cho, Sandra Oh",Animation Adventure Family Fantasy,560050
955,Borat Subsequent Moviefilm,"Jason Woliner (director); Peter Baynham, Sacha Baron Cohen, Jena Friedman, Anthony Hines, Lee Kern, Dan Mazer, Erica Rivinoja, Dan Swimer (screenplay); Sacha Baron Cohen, Maria Bakalova",Jason Woliner ," Sacha Baron Cohen, Maria Bakalova",Comedy,740985
956,After We Collided,"Roger Kumble (director); Anna Todd, Mario Celaya (screenplay); Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse, Shane Paul McGhie, Candice King, Khadijha Red Thunder, Inanna Sarkis, Samuel Larsen, Selma Blair",Roger Kumble ," Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse, Shane Paul McGhie, Candice King, Khadijha Red Thunder, Inanna Sarkis, Samuel Larsen, Selma Blair",Romance Drama,613504
957,The Empty Man,"David Prior (director/screenplay); James Badge Dale, Marin Ireland, Stephen Root, Ron Canada, Robert Aramayo, Joel Courtney, Sasha Frolova",David Prior ," James Badge Dale, Marin Ireland, Stephen Root, Ron Canada, Robert Aramayo, Joel Courtney, Sasha Frolova",Horror Mystery Thriller,516632
958,Synchronic,"Justin Benson, Aaron Moorhead (directors) Justin Benson (screenplay); Anthony Mackie, Jamie Dornan","Justin Benson, Aaron Moorhead "," Anthony Mackie, Jamie Dornan",Science Fiction Drama Thriller Horror,549294
959,Bad Hair,"Justin Simien (director/screenplay); Elle Lorraine, Vanessa Williams, Jay Pharoah, Lena Waithe, Blair Underwood, Laverne Cox",Justin Simien ," Elle Lorraine, Vanessa Williams, Jay Pharoah, Lena Waithe, Blair Underwood, Laverne Cox",Horror Comedy,530351
960,Friendsgiving,"Nicol Paone (director/screenplay); Malin Åkerman, Kat Dennings, Aisha Tyler, Chelsea Peretti, Ryan Hansen",Nicol Paone ," Malin Åkerman, Kat Dennings, Aisha Tyler, Chelsea Peretti, Ryan Hansen",Comedy,524840
961,The Craft: Legacy,"Zoe Lister-Jones (director/screenplay); Cailee Spaeny, Gideon Adlon, Lovie Simone, Zoey Luna, Michelle Monaghan, David Duchovny",Zoe Lister-Jones ," Cailee Spaeny, Gideon Adlon, Lovie Simone, Zoey Luna, Michelle Monaghan, David Duchovny",Horror Drama Fantasy,590995
962,Holidate,"John Whitesell (director); Tiffany Paulsen (screenplay); Emma Roberts, Luke Bracey, Kristin Chenoweth",John Whitesell ," Emma Roberts, Luke Bracey, Kristin Chenoweth",Comedy Romance,615665
963,Come Play,"Jacob Chase (director/screenplay); Gillian Jacobs, John Gallagher Jr., Azhy Robertson, Winslow Fegley",Jacob Chase ," Gillian Jacobs, John Gallagher Jr., Azhy Robertson, Winslow Fegley",Horror,571384
964,His House,"Remi Weekes (director/screenplay); Wunmi Mosaku. Sope Dirisu, Matt Smith",Remi Weekes ," Wunmi Mosaku. Sope Dirisu, Matt Smith",Drama Horror Thriller,575774
965,Spell,"Mark Tonderai (director); Kurt Wimmer (screenplay); Omari Hardwick, Loretta Devine",Mark Tonderai ," Omari Hardwick, Loretta Devine",Thriller Horror Fantasy,621151
966,Jungleland,"Max Winkler (director/screenplay); Theodore B. Bressman, David Branson Smith (screenplay); Charlie Hunnam, Jack O'Connell, Jessica Barden, Jonathan Majors, John Cullum",Max Winkler ," Charlie Hunnam, Jack O'Connell, Jessica Barden, Jonathan Majors, John Cullum",Drama,556501
967,Let Him Go,"Thomas Bezucha (director/screenplay); Diane Lane, Kevin Costner, Lesley Manville, Will Brittain, Jeffrey Donovan",Thomas Bezucha ," Diane Lane, Kevin Costner, Lesley Manville, Will Brittain, Jeffrey Donovan",Drama Thriller Crime Western,596161
968,The Informer,"Andrea Di Stefano (director/screenplay); Matt Cook, Rowan Joffe (screenplay); Joel Kinnaman, Rosamund Pike, Common, Ana de Armas, Clive Owen",Andrea Di Stefano ," Joel Kinnaman, Rosamund Pike, Common, Ana de Armas, Clive Owen",Drama Crime Thriller,466081
969,The Dark and the Wicked,"Bryan Bertino (director/screenplay); Marin Ireland, Michael Abbott Jr., Xander Berkeley",Bryan Bertino ," Marin Ireland, Michael Abbott Jr., Xander Berkeley",Horror Drama Mystery,680593
970,Hillbilly Elegy,"Ron Howard (director); Vanessa Taylor (screenplay); Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett, Freida Pinto, Bo Hopkins, Owen Asztalos",Ron Howard ," Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett, Freida Pinto, Bo Hopkins, Owen Asztalos",Drama,592984
971,Mank,"David Fincher (director); Jack Fincher (screenplay); Gary Oldman, Amanda Seyfried, Lily Collins, Arliss Howard, Tom Pelphrey, Sam Troughton, Ferdinand Kingsley, Tuppence Middleton, Tom Burke, Joseph Cross, Jamie McShane, Toby Leonard Moore, Monika Gossmann, Charles Dance",David Fincher ," Gary Oldman, Amanda Seyfried, Lily Collins, Arliss Howard, Tom Pelphrey, Sam Troughton, Ferdinand Kingsley, Tuppence Middleton, Tom Burke, Joseph Cross, Jamie McShane, Toby Leonard Moore, Monika Gossmann, Charles Dance",Drama History,614560
972,Freaky,"Christopher Landon (director/screenplay); Michael Kennedy (screenplay); Vince Vaughn, Kathryn Newton, Katie Finneran, Celeste O'Connor, Misha Osherovich, Alan Ruck",Christopher Landon ," Vince Vaughn, Kathryn Newton, Katie Finneran, Celeste O'Connor, Misha Osherovich, Alan Ruck",Comedy Fantasy Horror Thriller,551804
973,Jingle Jangle: A Christmas Journey,"David E. Talbert (director/screenplay); Forest Whitaker, Keegan-Michael Key, Hugh Bonneville, Anika Noni Rose, Madalen Mills, Phylicia Rashad, Ricky Martin",David E. Talbert ," Forest Whitaker, Keegan-Michael Key, Hugh Bonneville, Anika Noni Rose, Madalen Mills, Phylicia Rashad, Ricky Martin",Family Fantasy Music,622855
974,Dreamland,"Miles Joris-Peyrafitte (director); Nicolaas Zwart (screenplay); Finn Cole, Margot Robbie, Travis Fimmel, Kerry Condon, Darby Camp, Garrett Hedlund, Lola Kirke",Miles Joris-Peyrafitte ," Finn Cole, Margot Robbie, Travis Fimmel, Kerry Condon, Darby Camp, Garrett Hedlund, Lola Kirke",Thriller Drama,480434
975,Fatman,"Eshom Nelms, Ian Nelms (directors/screenplay); Mel Gibson, Walton Goggins, Marianne Jean-Baptiste","Eshom Nelms, Ian Nelms "," Mel Gibson, Walton Goggins, Marianne Jean-Baptiste",Action Comedy Fantasy,602211
976,The Life Ahead,"Edoardo Ponti (director/screenplay); Ugo Chiti (screenplay); Sophia Loren, Ibrahima Gueye, Abril Zamora, Renato Carpentieri, Babak Karimi",Edoardo Ponti ," Sophia Loren, Ibrahima Gueye, Abril Zamora, Renato Carpentieri, Babak Karimi",Drama,667869
977,The Climb,"Michael Angelo Covino (director/screenplay); Kyle Marvin (screenplay); Kyle Marvin, Michael Angelo Covino, Gayle Rankin, Talia Balsam, George Wendt, Judith Godrèche",Michael Angelo Covino ," Kyle Marvin, Michael Angelo Covino, Gayle Rankin, Talia Balsam, George Wendt, Judith Godrèche",Comedy Drama,595931
978,Chick Fight,"Paul Leyden (director); Joseph Downey (screenplay); Malin Åkerman, Bella Thorne, Fortune Feimster, Alec Baldwin",Paul Leyden ," Malin Åkerman, Bella Thorne, Fortune Feimster, Alec Baldwin",Action Comedy,682377
979,The Princess Switch: Switched Again,"Michael Rohl (director); Robin Bernheim, Megan Metzger (screenplay); Vanessa Hudgens, Sam Palladio, Nick Sagar",Michael Rohl ," Vanessa Hudgens, Sam Palladio, Nick Sagar",Family Romance Comedy,643882
980,Run,"Aneesh Chaganty (director/screenplay); Sev Ohanian (screenplay); Sarah Paulson, Kiera Allen, Pat Healy, Sara Sohn",Aneesh Chaganty ," Sarah Paulson, Kiera Allen, Pat Healy, Sara Sohn",Drama,860852
981,Sound of Metal,"Darius Marder (director/screenplay); Abraham Marder (screenplay); Riz Ahmed, Olivia Cooke, Paul Raci, Lauren Ridloff, Mathieu Amalric",Darius Marder ," Riz Ahmed, Olivia Cooke, Paul Raci, Lauren Ridloff, Mathieu Amalric",Drama Music,502033
982,The Last Vermeer,"Dan Friedkin (director); John Orloff, Mark Fergus and Hawk Ostby (screenplay); Guy Pearce, Claes Bang, Vicky Krieps",Dan Friedkin ," Guy Pearce, Claes Bang, Vicky Krieps",Drama,622977
983,Jiu Jitsu,"Dimitri Logothetis (director/screenplay); James McGrath (screenplay); Alain Moussi, Frank Grillo, JuJu Chan, Tony Jaa, Nicolas Cage",Dimitri Logothetis ," Alain Moussi, Frank Grillo, JuJu Chan, Tony Jaa, Nicolas Cage",Action Science Fiction Fantasy,590706
984,Buddy Games,"Josh Duhamel (director/screenplay); Bob Schwartz, Jude Weng (screenplay); Josh Duhamel, Dax Shepard, Olivia Munn",Josh Duhamel ," Josh Duhamel, Dax Shepard, Olivia Munn",Comedy,472815
985,The Croods: A New Age,"Joel Crawford (director); Kevin Hageman, Dan Hageman, Paul Fisher, Bob Logan (screenplay); Nicolas Cage, Emma Stone, Ryan Reynolds, Peter Dinklage, Leslie Mann, Kelly Marie Tran, Catherine Keener, Clark Duke, Cloris Leachman",Joel Crawford ," Nicolas Cage, Emma Stone, Ryan Reynolds, Peter Dinklage, Leslie Mann, Kelly Marie Tran, Catherine Keener, Clark Duke, Cloris Leachman",Animation Family Adventure Fantasy Comedy,529203
986,Happiest Season,"Clea DuVall (director/screenplay); Mary Holland (screenplay); Kristen Stewart, Mackenzie Davis, Alison Brie, Aubrey Plaza, Dan Levy, Mary Holland, Victor Garber, Mary Steenburgen",Clea DuVall ," Kristen Stewart, Mackenzie Davis, Alison Brie, Aubrey Plaza, Dan Levy, Mary Holland, Victor Garber, Mary Steenburgen",Romance Comedy,520172
987,Ma Rainey's Black Bottom,"George C. Wolfe (director); Ruben Santiago-Hudson (screenplay); Viola Davis, Chadwick Boseman, Glynn Turman, Colman Domingo, Michael Potts, Jeremy Shamos, Taylour Paige, Dusan Brown, Jonny Coyne",George C. Wolfe ," Viola Davis, Chadwick Boseman, Glynn Turman, Colman Domingo, Michael Potts, Jeremy Shamos, Taylour Paige, Dusan Brown, Jonny Coyne",Drama Music,615667
988,The Christmas Chronicles 2,"Chris Columbus (director/screenplay); Matt Lieberman (screenplay); Kurt Russell, Goldie Hawn, Darby Camp, Julian Dennison, Jazhir Bruno, Judah Lewis, Kimberly Williams-Paisley, Tyrese Gibson, Andrew Morgado",Chris Columbus ," Kurt Russell, Goldie Hawn, Darby Camp, Julian Dennison, Jazhir Bruno, Judah Lewis, Kimberly Williams-Paisley, Tyrese Gibson, Andrew Morgado",Family Fantasy Adventure Comedy,654028
989,Uncle Frank,"Alan Ball (director/screenplay); Paul Bettany, Sophia Lillis, Peter Macdissi, Judy Greer, Steve Zahn, Lois Smith, Margo Martindale, Stephen Root",Alan Ball ," Paul Bettany, Sophia Lillis, Peter Macdissi, Judy Greer, Steve Zahn, Lois Smith, Margo Martindale, Stephen Root",Drama,634544
990,Folklore: The Long Pond Studio Sessions,"Taylor Swift (director/screenplay); Taylor Swift, Jack Antonoff, Aaron Dessner, Justin Vernon",Taylor Swift ," Taylor Swift, Jack Antonoff, Aaron Dessner, Justin Vernon",Music Documentary,768141
991,Superintelligence,"Ben Falcone (director); Steve Mallory (screenplay); Melissa McCarthy, Bobby Cannavale, Brian Tyree Henry, Jean Smart, James Corden",Ben Falcone ," Melissa McCarthy, Bobby Cannavale, Brian Tyree Henry, Jean Smart, James Corden",Comedy Science Fiction Romance,521007
992,Life in a Year,"Mitja Okorn (director); Jeffrey Addiss, Will Matthews (screenplay); Jaden Smith, Cara Delevingne, Cuba Gooding Jr., Nia Long",Mitja Okorn ," Jaden Smith, Cara Delevingne, Cuba Gooding Jr., Nia Long",Drama Romance,447362
993,Black Beauty,"Ashley Avis (director/screenplay); Mackenzie Foy, Kate Winslet, Claire Forlani, Fern Deacon, Iain Glen",Ashley Avis ," Mackenzie Foy, Kate Winslet, Claire Forlani, Fern Deacon, Iain Glen",Drama,526702
994,The Prom,"Ryan Murphy (director); Chad Beguelin, Bob Martin (screenplay); Meryl Streep, James Corden, Jo Ellen Pellman, Nicole Kidman, Keegan-Michael Key, Andrew Rannells, Ariana DeBose, Kerry Washington",Ryan Murphy ," Meryl Streep, James Corden, Jo Ellen Pellman, Nicole Kidman, Keegan-Michael Key, Andrew Rannells, Ariana DeBose, Kerry Washington",Comedy Drama,487702
995,All My Life,"Marc Meyers (director); Todd Rosenberg (screenplay); Jessica Rothe, Harry Shum Jr., Kyle Allen, Chrissie Fit, Jay Pharoah, Marielle Scott, Keala Settle",Marc Meyers ," Jessica Rothe, Harry Shum Jr., Kyle Allen, Chrissie Fit, Jay Pharoah, Marielle Scott, Keala Settle",Romance Drama,632322
996,Godmothered,"Sharon Maguire (director); Kari Granlund, Melissa Stack (screenplay); Isla Fisher, Jillian Bell, Santiago Cabrera",Sharon Maguire ," Isla Fisher, Jillian Bell, Santiago Cabrera",Family Fantasy Comedy,662546
997,Half Brothers,"Luke Greenfield (director); Eduardo Cisneros, Jason Shuman (screenplay); Luis Gerardo Méndez, Connor Del Rio",Luke Greenfield ," Luis Gerardo Méndez, Connor Del Rio",Comedy Drama,652962
998,Wander,"April Mullen (director); Tim Doiron (screenplay); Aaron Eckhart, Katheryn Winnick, Heather Graham, Roger Dorman, Tommy Lee Jones",April Mullen ," Aaron Eckhart, Katheryn Winnick, Heather Graham, Roger Dorman, Tommy Lee Jones",Thriller Crime Mystery,646593
